298,Problem 298,Selective Amnesia,"Larry and Robin play a memory game involving of a sequence of random numbers between 1 and 10, inclusive, that are called out one at a time. Each player can remember up to 5 previous numbers. When the called number is in a player's memory, that player is awarded a point. If it's not, the player adds the called number to his memory, removing another number if his memory is full., Both players start with empty memories. Both players always add new missed numbers to their memory but use a different strategy in deciding which number to remove:<br/>\nLarry's strategy is to remove the number that hasn't been called in the longest time.<br/>\nRobin's strategy is to remove the number that's been in the memory the longest time., Example game:<br/>, Denoting Larry's score by <var>L</var> and Robin's score by <var>R</var>, what is the expected value of |<var>L</var>-<var>R</var>| after 50 turns? Give your answer rounded to eight decimal places using the format x.xxxxxxxx ",60,25th June 2010
299,Problem 299,Three similar triangles,"Four points with integer coordinates are selected:<br/>A(<var>a</var>,\xa00), B(<var>b</var>,\xa00), C(0,\xa0<var>c</var>) and D(0,\xa0<var>d</var>), \nwith 0\xa0&lt;\xa0<var>a</var>\xa0&lt;\xa0<var>b</var> and 0\xa0&lt;\xa0<var>c</var>\xa0&lt;\xa0<var>d</var>.<br/>\nPoint P, also with integer coordinates, is chosen on the line AC so that the three triangles ABP, CDP and BDP are all <dfn title=""Have equal angles"">similar</dfn>., It is easy to prove that the three triangles can be similar, only if <var>a</var>=<var>c</var>., So, given that <var>a</var>=<var>c</var>, we are looking for triplets (<var>a</var>,<var>b</var>,<var>d</var>) such that at least one point P (with integer coordinates) exists on AC, making the three triangles ABP, CDP and BDP all similar., For example, if (<var>a</var>,<var>b</var>,<var>d</var>)=(2,3,4), it can be easily verified that point P(1,1) satisfies the above condition. \nNote that the triplets (2,3,4) and (2,4,3) are considered as distinct, although point P(1,1) is common for both., If <var>b</var>+<var>d</var>\xa0&lt;\xa0100, there are 92 distinct triplets (<var>a</var>,<var>b</var>,<var>d</var>) such that point P exists.<br/>\nIf <var>b</var>+<var>d</var>\xa0&lt;\xa0100 000, there are 320471 distinct triplets (<var>a</var>,<var>b</var>,<var>d</var>) such that point P exists., If <var>b</var>+<var>d</var>\xa0&lt;\xa0100 000 000, how many distinct triplets (<var>a</var>,<var>b</var>,<var>d</var>) are there such that point P exists",60,3rd July 2010
300,Problem 300,Protein folding,"In a very simplified form, we can consider proteins as strings consisting of hydrophobic (H) and polar (P) elements, e.g. HHPPHHHPHHPH. <br/>\nFor this problem, the orientation of a protein is important; e.g. HPP is considered distinct from PPH. Thus, there are 2<sup><var>n</var></sup> distinct proteins consisting of <var>n</var> elements., When one encounters these strings in nature, they are always folded in such a way that the number of H-H contact points is as large as possible, since this is energetically advantageous.<br/>\nAs a result, the H-elements tend to accumulate in the inner part, with the P-elements on the outside.<br/>\nNatural proteins are folded in three dimensions of course, but we will only consider protein folding in <u>two dimensions</u>., The figure below shows two possible ways that our example protein could be folded (H-H contact points are shown with red dots)., The folding on the left has only six H-H contact points, thus it would never occur naturally.<br/>\nOn the other hand, the folding on the right has nine H-H contact points, which is optimal for this string., Assuming that H and P elements are equally likely to occur in any position along the string, the average number of H-H contact points in an optimal folding of a random protein string of length 8 turns out to be 850\xa0/\xa02<sup>8</sup>=3.3203125., What is the average number of H-H contact points in an optimal folding of a random protein string of length 15?<br/>\nGive your answer using as many decimal places as necessary for an exact result",50,4th September 2010
301,Problem 301,Nim,"<i>Nim</i> is a game played with heaps of stones, where two players take it in turn to remove any number of stones from any heap until no stones remain., We'll consider the three-heap normal-play version of Nim, which works as follows:<br/>\n- At the start of the game there are three heaps of stones.<br/>\n- On his turn the player removes any positive number of stones from any single heap.<br/>\n- The first player unable to move (because no stones remain) loses.,  If (<var>n</var><sub>1</sub>,<var>n</var><sub>2</sub>,<var>n</var><sub>3</sub>) indicates a Nim position consisting of heaps of size <var>n</var><sub>1</sub>, <var>n</var><sub>2</sub> and <var>n</var><sub>3</sub> then there is a simple function <var>X</var>(<var>n</var><sub>1</sub>,<var>n</var><sub>2</sub>,<var>n</var><sub>3</sub>) \u2014 that you may look up or attempt to deduce for yourself \u2014 that returns:\n, For example <var>X</var>(1,2,3) = 0 because, no matter what the current player does, his opponent can respond with a move that leaves two heaps of equal size, at which point every move by the current player can be mirrored by his opponent until no stones remain; so the current player loses. To illustrate:<br/>\n- current player moves to (1,2,1)<br/>\n- opponent moves to (1,0,1)<br/>\n- current player moves to (0,0,1)<br/>\n- opponent moves to (0,0,0), and so wins., For how many positive integers <var>n</var>\u2009\u2264\u20092<sup>30</sup> does <var>X</var>(<var>n</var>,2<var>n</var>,3<var>n</var>) = 0 ?\",15,11th September 2010
302,Problem 302,Strong Achilles Numbers,"\nA positive integer <var>n</var> is <b>powerful</b> if p<sup>2</sup> is a divisor of <var>n</var> for every prime factor p in <var>n</var>.\n, \nA positive integer <var>n</var> is a <b>perfect power</b> if <var>n</var> can be expressed as a power of another positive integer.\n, \nA positive integer <var>n</var> is an <b>Achilles number</b> if <var>n</var> is powerful but not a perfect power. For example, 864 and 1800 are Achilles numbers: 864 = 2<sup>5</sup>\xb73<sup>3</sup> and 1800 = 2<sup>3</sup>\xb73<sup>2</sup>\xb75<sup>2</sup>.\n, \nWe shall call a positive integer <var>S</var> a <i>Strong Achilles number</i> if both <var>S</var> and \u03c6(<var>S</var>) are Achilles numbers.<sup>1</sup><br/>\nFor example, 864 is a Strong Achilles number: \u03c6(864) = 288 = 2<sup>5</sup>\xb73<sup>2</sup>. However, 1800 isn't a Strong Achilles number because: \u03c6(1800) = 480 = 2<sup>5</sup>\xb73<sup>1</sup>\xb75<sup>1</sup>.\n, There are 7 Strong Achilles numbers below 10<sup>4</sup> and 656 below 10<sup>8</sup>.\n, \nHow many Strong Achilles numbers are there below 10<sup>18</sup>?\n, \n<sup>1</sup> \u03c6 denotes <b>Euler's totient function</b>.\",60,18th September 2010
303,Problem 303,Multiples with small digits,"\nFor a positive integer <var>n</var>, define <var>f</var>(<var>n</var>) as the least positive multiple of <var>n</var> that, written in base 10, uses only digits \u2264 2., Thus <var>f</var>(2)=2, <var>f</var>(3)=12, <var>f</var>(7)=21, <var>f</var>(42)=210, <var>f</var>(89)=1121222., Also, <img alt=""p303_formula100.gif"" src=""project/images/p303_formula100.gif"" style=""vertical-align:middle;""/>., \nFind <img alt=""p303_formula10000.gif"" src=""project/images/p303_formula10000.gif"" style=""vertical-align:middle;""/>.\",35,25th September 2010
304,Problem 304,Primonacci,"\nFor any positive integer <var>n</var> the function next_prime(<var>n</var>) returns the smallest prime p <br/> such that p&gt;<var>n</var>.\n, \nThe sequence a(<var>n</var>) is defined by:<br/>\na(1)=next_prime(10<sup>14</sup>) and a(<var>n</var>)=next_prime(a(<var>n</var>-1)) for n&gt;1.\n, , \nThe fibonacci sequence f(<var>n</var>) is defined by:\nf(0)=0, f(1)=1 and f(<var>n</var>)=f(<var>n</var>-1)+f(<var>n</var>-2) for <var>n</var>&gt;1.\n, \nThe sequence b(<var>n</var>) is defined as f(a(<var>n</var>)).\n, \nFind \u2211b(<var>n</var>) for 1\u2264<var>n</var>\u2264100 000. \nGive your answer mod 1234567891011. \n\n\n\n\",35,3rd October 2010
305,Problem 305,Reflexive Position,"\nLet's call S the (infinite) string that is made by concatenating the consecutive positive integers (starting from 1)  written down in base 10.<br/> \nThus, S = 1234567891011121314151617181920212223242...\n, \nIt's easy to see that any number will show up an infinite number of times in S.\n, \nLet's call f(n) the starting position of the n<sup>th</sup> occurrence of n in S.<br/> \nFor example, f(1)=1, f(5)=81, f(12)=271 and f(7780)=111111365.\n, \nFind \u2211f(3<sup>k</sup>) for 1\u2264k\u226413.\",60,10th October 2010
306,Problem 306,Paper-strip Game,"The following game is a classic example of Combinatorial Game Theory:, Two players start with a strip of <var>n</var> white squares and they take alternate turns.<br/>\nOn each turn, a player picks two contiguous white squares and paints them black.<br/>\nThe first player who cannot make a move loses., , So, for 1 \u2264 <var>n</var> \u2264 5, there are 3 values of <var>n</var> for which the first player can force a win.<br/>\nSimilarly, for 1 \u2264 <var>n</var> \u2264 50, there are 40 values of <var>n</var> for which the first player can force a win., For 1 \u2264 <var>n</var> \u2264 1 000 000, how many values of <var>n</var> are there for which the first player can force a win",55,17th October 2010
307,Problem 307,Chip Defects,"\n<var>k</var> defects are randomly distributed amongst <var>n</var> integrated-circuit chips produced by a factory (any number of defects may be found on a chip and each defect is independent of the other defects).\n, \nLet p(<var>k,n</var>) represent the probability that there is a chip with at least 3 defects.<br/>\nFor instance p(3,7) \u2248 0.0204081633.\n, \nFind p(20 000, 1 000 000) and give your answer rounded to 10 decimal places in the form 0.abcdefghij\",35,24th October 2010
308,Problem 308,An amazing Prime-generating Automaton,"A program written in the programming language Fractran consists of a list of fractions., The internal state of the Fractran Virtual Machine is a positive integer, which is initially set to a seed value. Each iteration of a Fractran program multiplies the state integer by the first fraction in the list which will leave it an integer., For example, one of the Fractran programs that John Horton Conway wrote for prime-generation consists of the following 14 fractions:<br/>, Starting with the seed integer 2, successive iterations of the program produce the sequence:<br/>\n15, 825, 725, 1925, 2275, 425, ..., 68, <b>4</b>, 30, ..., 136, <b>8</b>, 60, ..., 544, <b>32</b>, 240, ..., The powers of 2 that appear in this sequence are 2<sup>2</sup>, 2<sup>3</sup>, 2<sup>5</sup>, ...<br/>\nIt can be shown that <i>all</i> the powers of 2 in this sequence have prime exponents and that <i>all</i> the primes appear as exponents of powers of 2, in proper order!, If someone uses the above Fractran program to solve Project Euler Problem 7 (find the 10001<sup>st</sup> prime), how many iterations would be needed until the program produces 2<sup>10001st prime</sup> ",60,30th October 2010
309,Problem 309,Integer Ladders,"In the classic ""Crossing Ladders"" problem, we are given the lengths <var>x</var> and <var>y</var> of two ladders resting on the opposite walls of a narrow, level street. We are also given the height <var>h</var> above the street where the two ladders cross and we are asked to find the width of the street (<var>w</var>)., Here, we are only concerned with instances where all four variables are positive integers.<br/>\nFor example, if <var>x</var> = 70, <var>y</var> = 119 and <var>h</var> = 30, we can calculate that <var>w</var> = 56., In fact, for integer values <var>x</var>, <var>y</var>, <var>h</var> and 0 &lt; <var>x</var> &lt; <var>y</var> &lt; 200, there are only five triplets (<var>x</var>,<var>y</var>,<var>h</var>) producing integer solutions for <var>w</var>:<br/>\n(70, 119, 30), (74, 182, 21), (87, 105, 35), (100, 116, 35) and (119, 175, 40)., For integer values <var>x</var>, <var>y</var>, <var>h</var> and 0 &lt; <var>x</var> &lt; <var>y</var> &lt; 1 000 000, how many triplets (<var>x</var>,<var>y</var>,<var>h</var>) produce integer solutions for <var>w</var>",50,6th November 2010
310,Problem 310,Nim Square,"\nAlice and Bob play the game Nim Square.<br/>\nNim Square is just like ordinary three-heap normal play Nim, but the players may only remove a square number of stones from a heap.<br/>\nThe number of stones in the three heaps is represented by the ordered triple (a,b,c).<br/>\nIf 0\u2264a\u2264b\u2264c\u226429 then the number of losing positions for the next player is 1160.\n, \nFind the number of losing positions for the next player if 0\u2264a\u2264b\u2264c\u2264100 000.\",40,13th November 2010
311,Problem 311,Biclinic Integral Quadrilaterals,"ABCD is a convex, integer sided quadrilateral with 1 \u2264 AB &lt; BC &lt; CD &lt; AD.<br/>\nBD has integer length. O is the midpoint of BD. AO has integer length.<br/>\nWe'll call ABCD a <i>biclinic integral quadrilateral</i> if AO = CO \u2264 BO = DO.<br/>, For example, the following quadrilateral is a biclinic integral quadrilateral:<br/>\nAB = 19, BC = 29, CD = 37, AD = 43, BD = 48 and AO = CO = 23.\n, Let B(<var>N</var>) be the number of distinct biclinic integral quadrilaterals ABCD that satisfy AB<sup>2</sup>+BC<sup>2</sup>+CD<sup>2</sup>+AD<sup>2</sup> \u2264 <var>N</var>.<br/>\nWe can verify that B(10 000) = 49 and B(1 000 000) = 38239.\n, Find B(10 000 000 000).\",70,20th November 2010
312,Problem 312,Cyclic paths on Sierpi&#324;ski graphs,"- A <b>Sierpi\u0144ski graph</b> of order-1 (<var>S</var><sub>1</sub>) is an equilateral triangle.<br/>\n- <var>S</var><sub><var>n</var>+1</sub> is obtained from <var>S</var><sub><var>n</var></sub> by positioning three copies of <var>S</var><sub><var>n</var></sub> so that every pair of copies has one common corner.\n, Let C(<var>n</var>) be the number of cycles that pass exactly once through all the vertices of <var>S</var><sub><var>n</var></sub>.<br/>\nFor example, C(3) = 8 because eight such cycles can be drawn on <var>S</var><sub>3</sub>, as shown below:\n, It can also be verified that :<br/>\nC(1) = C(2) = 1<br/>\nC(5) = 71328803586048<br/>\nC(10 000) mod 10<sup>8</sup> = 37652224<br/>\nC(10 000) mod 13<sup>8</sup> = 617720485<br/>, Find C(C(C(10 000))) mod 13<sup>8</sup>.\",50,28th November 2010
313,Problem 313,Sliding game,"In a sliding game a counter may slide horizontally or vertically into an empty space. The objective of the game is to move the red counter from the top left corner of a grid to the bottom right corner; the space always starts in the bottom right corner. For example, the following sequence of pictures show how the game can be completed in five moves on a 2 by 2 grid., Let S(m,n) represent the minimum number of moves to complete the game on an m by n grid. For example, it can be verified that S(5,4) = 25., There are exactly 5482 grids for which S(m,n) = p<sup>2</sup>, where p &lt; 100 is prime., How many grids does S(m,n) = p<sup>2</sup>, where p &lt; 10<sup>6</sup> is prime",30,5th December 2010
314,Problem 314,The Mouse on the Moon,"\nThe moon has been opened up, and land can be obtained for free, but there is a catch. You have to build a wall around the land that you stake out, and building a wall on the moon is expensive. Every country has been allotted a 500 m by 500 m square area, but they will possess only that area which they wall in. 251001 posts have been placed in a rectangular grid with 1 meter spacing. The wall must be a closed series of straight lines, each line running from post to post.\n, \nThe bigger countries of course have built a 2000 m wall enclosing the entire 250 000 m<sup>2</sup> area. The <a href=""http://en.wikipedia.org/wiki/Grand_Fenwick"">Duchy of Grand Fenwick</a>, has a tighter budget, and has asked you (their Royal Programmer) to compute what shape would get best maximum enclosed-area/wall-length ratio.\n, \nYou have done some preliminary calculations on a sheet of paper.\nFor a 2000 meter wall enclosing the 250 000 m<sup>2</sup> area the\nenclosed-area/wall-length ratio is 125.<br/>\nAlthough not allowed , but to get an idea if this is anything better:  if you place a circle inside the square area touching the four sides the area will be equal to \u03c0*250<sup>2</sup> m<sup>2</sup> and the perimeter will be \u03c0*500 m, so the enclosed-area/wall-length ratio will also be 125.\n, \nHowever, if you cut off from the square four triangles with sides 75 m, 75 m and 75\u221a2 m the total area becomes 238750 m<sup>2</sup> and the perimeter becomes 1400+300\u221a2 m. So this gives an enclosed-area/wall-length ratio of 130.87, which is significantly better.\n, \nFind the maximum enclosed-area/wall-length ratio.<br/>\nGive your answer rounded to 8 places behind the decimal point in the form abc.defghijk.\",80,12th December 2010
315,Problem 315,Digital root clocks,", Sam and Max are asked to transform two digital clocks into two ""digital root"" clocks.<br/>\nA digital root clock is a digital clock that calculates digital roots step by step., When a clock is fed a number, it will show it and then it will start the calculation, showing all the intermediate values until it gets to the result.<br/>\nFor example, if the clock is fed the number 137, it will show: ""<b>137</b>"" \u2192 ""<b>11</b>"" \u2192 ""<b>2</b>"" and then it will go black, waiting for the next number., Every digital number consists of some light segments: three horizontal (top, middle, bottom) and four vertical (top-left, top-right, bottom-left, bottom-right).<br/>\nNumber ""<b>1</b>"" is made of vertical top-right and bottom-right, number ""<b>4</b>"" is made by middle horizontal and vertical top-left, top-right and bottom-right. Number ""<b>8</b>"" lights them all., The clocks consume energy only when segments are turned on/off.<br/>\nTo turn on a ""<b>2</b>"" will cost 5 transitions, while a ""<b>7</b>"" will cost only 4 transitions., Sam and Max built two different clocks., Sam's clock is fed e.g. number 137: the clock shows ""<b>137</b>"", then the panel is turned off, then the next number (""<b>11</b>"") is turned on, then the panel is turned off again and finally the last number (""<b>2</b>"") is turned on and, after some time, off.<br/>\nFor the example, with number 137, Sam's clock requires:<br/>, Max's clock works differently. Instead of turning off the whole panel, it is smart enough to turn off only those segments that won't be needed for the next number.<br/>\nFor number 137, Max's clock requires:<br/>, Of course, Max's clock consumes less power than Sam's one.<br/>\nThe two clocks are fed all the prime numbers between A = 10<sup>7</sup> and B = 2\xd710<sup>7</sup>. <br/>\nFind the difference between the total number of transitions needed by Sam's clock and that needed by Max's one",20,19th December 2010
316,Problem 316,Numbers in decimal expansions,"Let <var>p</var> = <var>p<sub><font size=""-2"">1</font></sub> p<sub><font size=""-2"">2</font></sub> p<sub><font size=""-2"">3</font></sub></var> ... be an infinite sequence of random digits, selected from {0,1,2,3,4,5,6,7,8,9} with equal probability.<br/>\nIt can be seen that <var>p</var> corresponds to the real number 0.<var>p<sub><font size=""-2"">1</font></sub> p<sub><font size=""-2"">2</font></sub> p<sub><font size=""-2"">3</font></sub></var> .... <br/>\nIt can also be seen that choosing a random real number from the interval [0,1) is equivalent to choosing an infinite sequence of random digits selected from {0,1,2,3,4,5,6,7,8,9} with equal probability., For any positive integer <var>n</var> with <var>d</var> decimal digits, let <var>k</var> be the smallest index such that <br/><var>p<sub><small>k</small>, </sub></var><var>p<sub><small>k+1</small></sub></var>, ...<var>p<sub><small>k+d-1</small></sub></var> are the decimal digits of <var>n</var>, in the same order.<br/>\nAlso, let <var>g</var>(<var>n</var>) be the expected value of <var>k</var>; it can be proven that <var>g</var>(<var>n</var>) is always finite and, interestingly, always an integer number., For example, if <var>n</var> = 535, then<br/>\nfor <var>p</var> = 31415926<b>535</b>897...., we get <var>k</var> = 9<br/>\nfor <var>p</var> = 35528714365004956000049084876408468<b>535</b>4..., we get <var>k</var> = 36<br/>\netc and we find that <var>g</var>(535) = 1008., Given that <img alt=""p316_decexp1.gif"" src=""project/images/p316_decexp1.gif"" style=""vertical-align:middle;""/>, find <img alt=""p316_decexp2.gif"" src=""project/images/p316_decexp2.gif"" style=""vertical-align:middle;""/",55,25th December 2010
317,Problem 317,Firecracker,"\nA firecracker explodes at a height of 100 m above level ground. It breaks into a large number of very small fragments, which move in every direction; all of them have the same initial velocity of 20 m/s.\n, \nWe assume that the fragments move without air resistance, in a uniform gravitational field with g=9.81 m/s<sup>2</sup>.\n, \nFind the volume (in m<sup>3</sup>) of the region through which the fragments move before reaching the ground. \nGive your answer rounded to four decimal places.\",35,1st January 2011
318,Problem 318,2011 nines,"\nConsider the real number \u221a2+\u221a3.<br/>\nWhen we calculate the even powers of \u221a2+\u221a3\nwe get:<br/>\n(\u221a2+\u221a3)<sup>2</sup> = 9.898979485566356...<br/>\n(\u221a2+\u221a3)<sup>4</sup> = 97.98979485566356...<br/>\n(\u221a2+\u221a3)<sup>6</sup> = 969.998969071069263...<br/>\n(\u221a2+\u221a3)<sup>8</sup> = 9601.99989585502907...<br/>\n(\u221a2+\u221a3)<sup>10</sup> = 95049.999989479221...<br/>\n(\u221a2+\u221a3)<sup>12</sup> = 940897.9999989371855...<br/>\n(\u221a2+\u221a3)<sup>14</sup> = 9313929.99999989263...<br/>\n(\u221a2+\u221a3)<sup>16</sup> = 92198401.99999998915...<br/>, \nIt looks like that the number of consecutive nines at the beginning of the fractional part of these powers is non-decreasing.<br/>\nIn fact it can be proven that the fractional part of (\u221a2+\u221a3)<sup>2n</sup> approaches 1 for large n.\n, \nConsider all real numbers of the form \u221ap+\u221aq with p and q positive integers and p&lt;q, such that the fractional part \nof (\u221ap+\u221aq)<sup>2n</sup> approaches 1 for large n.\n, \nLet C(p,q,n) be the number of consecutive nines at the beginning of the fractional part of <br/> (\u221ap+\u221aq)<sup>2n</sup>.\n, \nLet N(p,q) be the minimal value of n such that C(p,q,n) \u2265 2011.\n, \nFind \u2211N(p,q) for p+q \u2264 2011.\",50,1st January 2011
319,Problem 319,Bounded Sequences,"\nLet <var>x</var><sub>1</sub>, <var>x</var><sub>2</sub>,..., <var>x<sub>n</sub></var> be a sequence of length <var>n</var> such that:\n, \nThere are only five such sequences of length 2, namely:\n{2,4}, {2,5}, {2,6}, {2,7} and {2,8}.<br/>\nThere are 293 such sequences of length 5; three examples are given below:<br/>\n{2,5,11,25,55}, {2,6,14,36,88}, {2,8,22,64,181}.\n, \nLet <var>t</var>(<var>n</var>) denote the number of such sequences of length <var>n</var>.<br/>\nYou are given that <var>t</var>(10) = 86195 and <var>t</var>(20) = 5227991891.\n, \nFind <var>t</var>(10<sup>10</sup>) and give your answer modulo 10<sup>9</sup>.\",90,8th January 2011
320,Problem 320,Factorials divisible by a huge integer,"\nLet N(<var>i</var>) be the smallest integer <var>n</var> such that <var>n</var>! is divisible by (<var>i</var>!)<sup>1234567890</sup>, \nLet S(<var>u</var>)=\u2211N(<var>i</var>) for 10 \u2264 <var>i</var> \u2264 <var>u</var>.\n, \nS(1000)=614538266565663.\n, \nFind S(1 000 000) mod 10<sup>18</sup>.\",50,15th January 2011
321,Problem 321,Swapping Counters,"A horizontal row comprising of 2<var>n</var> + 1 squares has <var>n</var> red counters placed at one end and <var>n</var> blue counters at the other end, being separated by a single empty square in the centre. For example, when <var>n</var> = 3., , A counter can move from one square to the next (slide) or can jump over another counter (hop) as long as the square next to that counter is unoccupied., , Let M(<var>n</var>) represent the minimum number of moves/actions to completely reverse the positions of the coloured counters; that is, move all the red counters to the right and all the blue counters to the left., It can be verified M(3) = 15, which also happens to be a triangle number., If we create a sequence based on the values of <var>n</var> for which M(<var>n</var>) is a triangle number then the first five terms would be:\n<br/>1, 3, 10, 22, and 63, and their sum would be 99., Find the sum of the first forty terms of this sequence",30,23rd January 2011
322,Problem 322,Binomial coefficients divisible by 10,"\nLet T(<var>m</var>, <var>n</var>) be the number of the binomial coefficients <sup><var>i</var></sup>C<sub><var>n</var></sub> that are divisible by 10 for <var>n</var> \u2264 <var>i</var> &lt; <var>m</var>(<var>i</var>, <var>m</var> and <var>n</var> are positive integers).<br/>\nYou are given that T(10<sup>9</sup>, 10<sup>7</sup>-10) = 989697000.\n, \nFind T(10<sup>18</sup>, 10<sup>12</sup>-10).\",70,30th January 2011
323,Problem 323,Bitwise-OR operations on random integers,"Let <var>y</var><sub>0</sub>, <var>y</var><sub>1</sub>, <var>y</var><sub>2</sub>,... be a sequence of random unsigned 32 bit integers<br/>\n(i.e. 0 \u2264 <var>y<sub>i</sub></var> &lt; 2<sup>32</sup>, every value equally likely)., For the sequence <var>x<sub>i</sub></var> the following recursion is given:<br/>, It can be seen that eventually there will be an index N such that <var>x<sub>i</sub></var> = 2<sup>32</sup> -1 (a bit-pattern of all ones) for all <var>i</var> \u2265 N., Find the expected value of N. <br/>\nGive your answer rounded to 10 digits after the decimal point",20,6th February 2011
324,Problem 324,Building a tower,"Let <var>f</var>(<var>n</var>) represent the number of ways one can fill a 3\xd73\xd7<var>n</var> tower with blocks of 2\xd71\xd71. <br/>You're allowed to rotate the blocks in any way you like; however, rotations, reflections etc of the tower itself are counted as distinct., For example (with <var>q</var> = 100000007) :<br/><var>f</var>(2) = 229,<br/><var>f</var>(4) = 117805,<br/><var>f</var>(10) mod <var>q</var> = 96149360,<br/><var>f</var>(10<sup>3</sup>) mod <var>q</var> = 24806056,<br/><var>f</var>(10<sup>6</sup>) mod <var>q</var> = 30808124., Find <var>f</var>(10<sup>10000</sup>) mod 100000007",50,13th February 2011
325,Problem 325,Stone Game II,"\nA game is played with two piles of stones and two players. At her turn, a player removes a number of stones from the larger pile. The number of stones she removes must be a positive multiple of the number of stones in the smaller pile.\n, \nE.g., let the ordered pair(6,14) describe a configuration with 6 stones in the smaller pile and 14 stones in the larger pile, then the first player can remove 6 or 12 stones from the larger pile.\n, \nThe player taking all the stones from a pile wins the game.\n, \nA <i>winning configuration</i> is one where the first player can force a win. For example, (1,5), (2,6) and (3,12) are winning configurations because the first player can immediately remove all stones in the second pile.\n, \nA <i>losing configuration</i> is one where the second player can force a win, no matter what the first player does. For example, (2,3) and (3,4) are losing configurations: any legal move leaves a winning configuration for the second player.\n, \nDefine S(<var>N</var>) as the sum of (<var>x</var><sub><var>i</var></sub>+<var>y</var><sub><var>i</var></sub>) for all losing configurations (<var>x</var><sub><var>i</var></sub>,<var>y</var><sub><var>i</var></sub>), 0 &lt; <var>x</var><sub><var>i</var></sub> &lt; <var>y</var><sub><var>i</var></sub> \u2264 <var>N</var>. We can verify that S(10) = 211 and S(10<sup>4</sup>) = 230312207313.\n, \nFind S(10<sup>16</sup>) mod 7<sup>10</sup>.\",80,19th February 2011
326,Problem 326,Modulo Summations,"\nLet <var>a<sub>n</sub></var> be a sequence recursively defined by: <img alt=""p326_formula1.gif"" src=""project/images/p326_formula1.gif"" style=""vertical-align:middle;""/>. \n, \nSo the first 10 elements of <var>a<sub>n</sub></var> are: 1,1,0,3,0,3,5,4,1,9.\n, Let <var>f</var>(<var>N,M</var>) represent the number of pairs (<var>p,q</var>) such that: , \nIt can be seen that <var>f</var>(10,10)=4 with the pairs (3,3), (5,5), (7,9) and (9,10).\n, \nYou are also given that <var>f</var>(10<sup>4</sup>,10<sup>3</sup>)=97158., \nFind <var>f</var>(10<sup>12</sup>,10<sup>6</sup>).\",55,26th February 2011
327,Problem 327,Rooms of Doom,"A series of three rooms are connected to each other by automatic doors., Each door is operated by a security card. Once you enter a room the door automatically closes and that security card cannot be used again. A machine at the start will dispense an unlimited number of cards, but each room (including the starting room) contains scanners and if they detect that you are holding more than three security cards or if they detect an unattended security card on the floor, then all the doors will become permanently locked. However, each room contains a box where you may safely store any number of security cards for use at a later stage., If you simply tried to travel through the rooms one at a time then as you entered room 3 you would have used all three cards and would be trapped in that room forever!, However, if you make use of the storage boxes, then escape is possible. For example, you could enter room 1 using your first card, place one card in the storage box, and use your third card to exit the room back to the start. Then after collecting three more cards from the dispensing machine you could use one to enter room 1 and collect the card you placed in the box a moment ago. You now have three cards again and will be able to travel through the remaining three doors. This method allows you to travel through all three rooms using six security cards in total., It is possible to travel through six rooms using a total of 123 security cards while carrying a maximum of 3 cards., Let <var>C</var> be the maximum number of cards which can be carried at any time., Let <var>R</var> be the number of rooms to travel through., Let M(<var>C</var>,<var>R</var>) be the minimum number of cards required from the dispensing machine to travel through <var>R</var> rooms carrying up to a maximum of <var>C</var> cards at any time., For example, M(3,6)=123 and M(4,6)=23.<br/>And, \u03a3M(<var>C</var>,6)=146 for 3 \u2264 <var>C</var> \u2264 4., You are given that \u03a3M(<var>C</var>,10)=10382 for 3 \u2264 <var>C</var> \u2264 10., Find \u03a3M(<var>C</var>,30) for 3 \u2264 <var>C</var> \u2264 40",40,5th March 2011
